review_title,review_text,sentiment
Worst experience ever!,very small guys dont get fooled by photo seller is cheating us just go for prestige 28 litre if you want big rice cooker you can cook upto 1kg rice in that,negative
Don't waste your money,the cooker quality is good but why i am giving the one star because of they were cheating the buyers showing the photo such 44l but the quantity of its is very less quantityit coocks only 1kg of rice so i suggest all the buyers dont buy this type of product,negative
Did not meet expectations,worst product they send me wrong product rice cooker size difference,negative
Not recommended at all,they only single bowl,Negative
Terrible product,this product as mentioned its not 44l this is only 15l,negative
Utterly Disappointed,initially i gave 4 starnow the product is not working uterflop,negative
Terrible product,found defective,negative
Worthless,bad product,negative
Not recommended at all,it is not good it will take too much time to cook rice,
Don't waste your money,worst rice is not being cooked properly and lot of sound please do prefer panasonic which is excellent,negative
Useless product,rice stick on bottom and not keep worm rice also,negative
Worst experience ever!,after 3 times usage the coating inside has gonepathetic quality,Negative
Absolute rubbish!,not upto the mark,Negative
Very poor,this is 2nd time im replacing it has very poor quality and button of rice cooker is not working properly its taking so long for cooking around 4 to 5hrs its not heating up the food getting shock after switching on vessels given with poor quality golden part getting overheating which lead to shock golden part having no insulated part which also leads to shock and consumes more power,negative
Worst experience ever!,very good product nice,negative
Very poor,size is small,negative
Horrible,not worth the price,negative
Useless product,worst performance,negative
Utterly Disappointed,such a worst experience as this cooker is not working once we unboxreally worst experience,Negative
Useless product,very bad,
Absolute rubbish!,small size,negative
Not recommended at all,not working,negative
Did not meet expectations,waste dont buy it is only 1liter waste service waste ecom service it was electrical shock when cooker was on condition dont but it is harmfull to family panikimalina lanjakoduku kanisam answer kuda evadu dont but,Negative
Don't waste your money,very bad,Negative
Not recommended at all,shocking,negative
Very poor,too small for my family,Negative
Terrible product,worst product i bought from flipkart,Negative
Did not meet expectations,useless,negative
Useless product,the press switch was not working so returned it,negative
Useless product,very bad,negative
Terrible product,worst,Negative
Very poor,very worst product from panasonic flipchart is not good to by the prod,negative
Very poor,i ordered 44 l but the item received has capacity less than the original capacity the received item seems to have only 28 l capacity,negative
Horrible,poor quality,negative
Not recommended at all,not so good,negative
Don't waste your money,bad,negative
Worst experience ever!,i purchased panasonic automatic cooker warmermodel sr w seriesproblems1the pan and the body is not compatible 2the steaming basket is made of material belongs to plastic family having these major problems which is not usable this being the please exchange with the different cookerrwgarding the abive problems i have complained to you nearly half dozen times but invain,negative
Hated it!,worest product,negative
Horrible,poor rice steamer rice is half boiled and it get strain in the bottom of the aluminum vessel,negative
Waste of money!,waste of money and time,negative
Very poor,dont buy this one plss i have purchased returned 2 times even i got 2nd time also defective piecegetting bad smell as soon as power switch is ondont buy better to buy this things offline,negative
Worst experience ever!,third class product can get damaged with slight fall very low quality material it is damaged while shipping alsoit has dents i opened it it contains iron machine with just little difference all materials are low quality price should be upto 15002000 only,negative
Worst experience ever!,very small size but good quality,negative
Terrible product,it good but small size,negative
Waste of money!,it stopped working after 6 monthsno response from services,Negative
Horrible,very small rice cooker i am realy disappointed,negative
Worst experience ever!,idli pans and cooking pans are small size they gave only one cooking pan,negative
Hated it!,size is too small not 44l as mentioned,negative
Unsatisfactory,this product 18 ltr not 4 ltr,negative
Not recommended at all,i got damaged product deep dent from outside and bottom was open packing was really bad,negative
Terrible product,worest product with in 20 days rice cooker is not working ,negative
Don't waste your money,waste product,negative
Waste of money!,moter is not working waste product,negative
Absolute rubbish!,worst and damaged piece,negative
Very poor,worst product first day only its not cooking properly waste of money dont buy this one,negative
Worthless,product is good but delivery boy is very rude misbehave with customers,negative
Did not meet expectations,slow cooking were late,negative
Terrible product,the food steamer is not working properly,negative
Useless product,very small only 1kg rich cooked,negative
Not recommended at all,damaged product,negative
Absolute rubbish!,damaged,negative
Absolute rubbish!,bad,negative
Very poor,quality is not up to the expectations very pure quality,negative
Horrible,it 22 litter size,negative
Worst experience ever!,lowest quality,negative
Unsatisfactory,its not worth itidly plates no use cooker it cant hold the lid and quantity of rice fits in that is ok okaverage product but it could have been better,negative
Horrible,its not working properly,negative
Not recommended at all,waste,negative
Did not meet expectations,worst product even i scheduled a return but no response from the team,Negative
Terrible product,bad quality,negative
Horrible,very small size,negative
Very poor,i purchased it becoz its japanease product 1st thing is its not heating 2nd thing is less service centrei m fedup with this product ,negative
Don't waste your money,very bad quality,negative
Unsatisfactory,very bad,negative
Very poor,its cook button is not working in just 2 days of usage waste product,negative
Worthless,not good,negative
Utterly Disappointed,product damaged,negative
Hated it!,no proper response,negative
Did not meet expectations,not happy,negative
Absolute rubbish!,waste of money its only 1kg,negative
Unsatisfactory,poor quality worest quality,negative
Very poor,waste product,negative
Not recommended at all,only 4 to 5 number cook only,negative
Useless product,waste product,Negative
Worst experience ever!,worst product dont buy,negative
Horrible,very bad quality its only have 1 litres capacity and with steaming basket its total 2 litres,negative
Hated it!,waist of a product,Negative
Very poor,not good its 1kg not 4 kg,negative
Horrible,very bad in quality,negative
Don't waste your money,quality of the product is very bad i had to call the customer care within few days of arrival coil burnt out and black fumes came out of the rice cooker it also burnt the wires of the switch board not recommended,negative
Very poor,only one liter not 44no cup no spoon dum,negative
Hated it!,this is ret verry mor,negative
Terrible product,worst product,negative
Don't waste your money,not bad just ok,neutral
Unsatisfactory,its worst delivery while i ordered my goods it was showing delivery at my suggested address but the seller is not ready to deliver at my suggested address and even he asked for extra 50 rs to deliver at my address my brother receive the order and he gave extra 50 rs to seller pls take action on this thank you,negative
Don't waste your money,very bad,negative
Useless product,not good product,negative
Unsatisfactory,rice cooker backside partial damaged,Negative
Utterly Disappointed,faulty product delivered the cook and warm switch not working,negative
Not recommended at all,very bad product,negative
Horrible,very bad product nd waste of money,negative
Absolute rubbish!,product is a singleand not good,Negative
Absolute rubbish!,bad,negative
Horrible,worst product please kindly dont buy it it take high energyand its performance is very bad it is simply wastage of your moneyif you have extra money then donate it but dont waste with this useless productif you purchase it you will regrate its my personal garantee,negative
Utterly Disappointed,we have received a different brand of rice cookerits very bad ,negative
Did not meet expectations,no support for demo,negative
Terrible product,very bad material,negative
Horrible,worst product dont fall for these kind of cheap items my experience is horrible,negative
Useless product,not worth it,Negative
Unsatisfactory,very bad,negative
Worst experience ever!,bad product smol cook,negative
Useless product,totally disgusting not at all goodafter 5 week not stopping work,negative
Terrible product,mny weast very small,negative
Don't waste your money,size is big only one pan is available,Negative
Worthless,it was not working when received,negative
Worthless,not able to cook,negative
Don't waste your money,not good,negative
Absolute rubbish!,metal quality low,Negative
Must buy!,product stopped working after a month and it has been 15 days since the electrician has taken it forrepair no one picks the call and now i am struggling with having food outside will recommend go for some other brand if you want to save yourself some misery,negative
Very poor,product was found on totally damaged conditionits not working,Negative
Waste of money!,i had ordered something else and something else was delivered at my place this rating isnt for the product in particular but for flipkart as whole,negative
Hated it!,it was not working,negative
Unsatisfactory,color cheng,negative
Unsatisfactory,the wire has failed,negative
Very poor,worst product on 1st day of use there was technical malfunction the lid of the product is not fitting proper the image i have attached up still see gap got the product replaced but same technical malfunction faced again the cooking button turns off automatically have to keep checking the cooker frequently dont buy this product,Negative
Not recommended at all,dont buy quality is not good not working,negative
Hated it!,the indication lights are very small,
Very poor,damaged,negative
Absolute rubbish!,worst,negative
Hated it!,it was not working,negative
Unsatisfactory,color cheng,negative
Unsatisfactory,the wire has failed,negative
Waste of money!,product was damaged,negative
Worthless,very worst damage product,negative
Horrible,waste product,Negative
Very poor,worst product dont buy this,negative
Waste of money!,ok,
Worst experience ever!,please do not buy this product it got sensor problem in first 2 months and service is not available in real time though they give one year warranty i thought kent is a good brand but just realised its the worst that i have ever experienced wanted to give zero rating but just gave 1 so that i can write my review,negative
Did not meet expectations,poor product,negative
Waste of money!,just ok,neutral
Don't waste your money,poor quality,negative
Very poor,when the rice cooking water is coming in the veesssel cupdont buy this cooker friends i wiil wasted the moneykent is bad compnay,negative
Terrible product,cooker working wellbut full damaged,neutral
Utterly Disappointed,ok,neutral
Not recommended at all,cooker damage,negative
Useless product,wrong item and small coker,Negative
Did not meet expectations,worstburnt in one week,Negative
Worst experience ever!,its worstwaste of moneythe cook button was not workinganyone please dont buy this,negative
Horrible,bad product,negative
Don't waste your money,worest product,negative
Horrible,after cooking below the bowlrice layer is forming and its not good for eating so due to that too much rice wastage compared from last 1 month usage,negative
Utterly Disappointed,only 18 ltr,negative
Waste of money!,packing is not at all good because first time i can see the dent on the product again replacement i can see similar dent on this product too,
Waste of money!,very small size,negative
Utterly Disappointed,ita not 3 ltr16 ltrverry poor in size,negative
Useless product,not working,negative
Did not meet expectations,its not good product,negative
Absolute rubbish!,not good,negative
Worthless,dont buy this product dis is not of 3l as per specification and most importantly kent cheat they dont have return policy bt they show that there is a good return policy cheapest service,negative
Waste of money!,very small,negative
Waste of money!,very bad quality and all damage products in flipkart,negative
Don't waste your money! Low quality product!,it is a worst product with a low quality never go for this product and waste your moneythe one that i have received was broken and it had lots of dents on the body as well bottom of the cooker is not even flat it was bendedthen i replaced it and the new one also had some dents on body i understood because of the low quality material the body gets dented it is not 5l capacity cooking portion is only 18 l hardly for 3 to 4 people can eat,negative
Very poor,not good products,negative
Horrible,one of worst product i goti got used only 23 daysit was not working getting more heat and broken inside suddenlyi kept for replacement after they didnt replace too previously so many products from flipkartplease dont buy any product from flipkart they fooling us by promotions and getting moneythey wont do replacement too,negative
Worst experience ever!,dont waste your money it is a very small rice cooker only for 2 people,negative
Don't waste your money,very unworthy product i returned on same day inside capacity not even 1 lit highly disappointed,negative
Worthless,disgusting cooker it is it says 3l but its not sufficient for those family who eat rice as their main yes good for chawl dal roti sabji type non bengali people it doesnt cook rice properly i mean we cant afford basmati rice alwys nah its not up anyways streaming is good though,negative
Don't waste your money,always water comes out while cooking i regret purchasing it,
Did not meet expectations,defect piece received and no response from kent service center yet even after registered the complaint and continuously following up with them dont ever buy a kent small appliances product,negative
Utterly Disappointed,v bad mentioned 3lts but its 1ltr,negative
Unsatisfactory,cook butan not warking,Negative
Absolute rubbish!,lot of water coming out from cooker in form of steam,Negative
Waste of money!,worst product the product manufacturing quality is completely disappointed ,negative
Absolute rubbish!,very small in size,negative
Did not meet expectations,during the boiling rice vapour cap remove,negative
Did not meet expectations,water comes out of it,negative
Absolute rubbish!,cheated product its not 5l the bowl is just 18l,negative
Did not meet expectations,not up to mark,Negative
Hated it!,very bad and small size,negative
Unsatisfactory,damage product,negative
Terrible product,worst product the water is spilling out,negative
Did not meet expectations,worst product,Negative
Waste of money!,not a good product within 3 months electric supply part spoiled its not powering on at all,negative
Terrible product,5 letter no product 18letter,negative
Unsatisfactory,size too small,Negative
Don't waste your money,itz worst producttake more than 40 minute to cook rice,negative
Not recommended at all,dont buy this cooker,negative
Don't waste your money,very bad product design the water spills all over outside no strainer so the starch makes the rice sticky dont buy this model of rice cooker,negative
Hated it!,wrost product dont take this product from flipkart actually i ordered 28 ltr cooker but they send 18 ltr cookerand it is damaged insidedont order home appliances in flipkartand that delivery guy behavior also not good flipkart have to take responsibility to solve customer issues ,negative
Worst experience ever!,dont buy,negative
Hated it!,it was not working,negative
Unsatisfactory,color cheng,negative
Unsatisfactory,the wire has failed,Negative
Not good,waste product dont buyit is spoiling food at bottom of the vessel water rice ratio is full different really so bad waste of money but looking good but no use,negative
Expected a better product,rice bowl bottom not good i am for return of this product change for other rice cooker,Negative
Expected a better product,the rice sticks to the base and is burnt as well,negative
Bad quality,not good product waste of money,negative
Slightly disappointed,very little dont buy this,negative
Slightly disappointed,product is very low quality not a strong body with prestige and bajaj comparison to,Negative
Bad quality,too much heat and emitting plastic smell,negative
Moderate,slow heating,negative
Not good,not more good,negative
Expected a better product,its been only a week since i started using it and the lid starts to rust worst quality steel,negative
Slightly disappointed,it takes 1 hour to cook food,negative
Expected a better product,good,negative
Expected a better product,not perfect working,negative
Not good,cooking time is too late,negative
Bad quality,material quality is okproduct overall quality is not goodswitches are loose and it dont have enough capability for long lifecooker bottom housing cover plate is not good qualitystrength its just covering the under housing if you punch little strength on bottom cover it will brokeif you need this for 1year usage you can buy thisexcepting more than a year dont choose this,Negative
Slightly disappointed,cook and warm bottom not functioning not satisfied,negative
Moderate,switch not working,negative
Expected a better product,wire lose connection,negative
Bad quality,bad coating the basket turns black from the first use and the switch didnt turn automatically from cook to warm,negative
Bad quality,not bad just avarage,Negative
Bad quality,the rice gets burned at the bottom,negative
Slightly disappointed,wire cable melting easily and also some times not working properly,Negative
Could be way better,the power card is not tightly fitting to the cookermain issue,negative
Moderate,bad,negative
Bad quality,after one and half month the problem of light and heating started,negative
Good choice,sometimes wire loose fixing at rice cooker otherwise super product we are happy for getting fast delivery also thank you,neutral
Slightly disappointed,loose connection wire,negative
Bad quality,not good and not bad,neutral
Could be way better,weast product ,negative
Moderate,poor cable connection,Negative
Moderate, pin is worst,negative
Slightly disappointed,very warst product cheep qualityrating all bogus this product not puchage dabba qulity,Negative
Expected a better product,avarage,neutral
Moderate,not good,Negative
Could be way better,its very small,
Bad quality,cooking not sure,negative
Could be way better,very bad,negative
Moderate,its sticky when i prepare rice,negative
Bad quality,worest product,negative
Not good,good as electrically not good for use,neutral
Expected a better product,not good coleti,negative
Expected a better product,dont buy it not good only cooking rice is ok but if you are a bachelor and want to cook curries this one is not for you go for bajaj coockers in this the problem will be it wont stick in cook mode unless you put enough quantity,negative
Bad quality,it needs so much time to cook food,Negative
Slightly disappointed,not working properly taking long time to cook,negative
Bad quality,not good while cooking rich water come out dont buy not good material,negative
Moderate,un satisfied with the size of rice cooker,negative
Bad quality,poor quality,Negative
Slightly disappointed,dont buy too much time to cook,negative
Moderate,food over burn at bottom,Negative
Could be way better,bad products,negative
Expected a better product,not working properly and company is not responding in good manners,negative
Bad quality,not up to mark like other brands please try to buy other brands,negative
Not good,indication light not work,negative
Bad quality,not good,negative
Expected a better product,ok,neutral
Expected a better product,rice gets down of the inner mesh,negative
Moderate,waste product,Negative
Moderate,its mentioned 18 kg but it is less than 1 kg bad expression of purchase,negative
Expected a better product,quality of brass material is not value for the money heater is good but you cant add other rice bowl inside it for cooking as it doesnt work sometimes you will find difficulty in cooking rice,negative
Moderate,quality not good,negative
Rice is sticking at the bottom,all over the cooker is good but the rice is sticking at the bottomso flipkart must give a aluminium plate to avoid direct heatlike the prestige cooker has,negative
Could be way better,not good,
Slightly disappointed,hi i have used this product for more than a month now i bought it to cook rice however it just burns the rice cant cook any dry items with this pot it all gets burnt its good for boiling eggs and watery type of gravy but not good to cook rice or dry food quality of the material is good though,Negative
Moderate,its not cooker its a cupits very small cant cook nothing it can use a coffe maker,negative
Moderate,waste money,Negative
Could be way better,worst,Negative
Expected a better product,its not working,negative
Expected a better product,very slow working,Negative
Expected a better product,it was not soo good,Negative
Bad quality,this product is not goodthing got worse after 2 months,Negative
Not good,steel plate batum very thin,negative
Could be way better,not good,negative
Not good,not so good but cooking fast and not worth,Negative
Not good,money pamppadi 950,negative
Not good,waste product dont buyit is spoiling food at bottom of the vessel water rice ratio is full different really so bad waste of money but looking good but no use,
Expected a better product,rice bowl bottom not good i am for return of this product change for other rice cooker,negative
Expected a better product,the rice sticks to the base and is burnt as well,Negative
Bad quality,not good product waste of money,Negative
Slightly disappointed,very little dont buy this,Negative
Slightly disappointed,product is very low quality not a strong body with prestige and bajaj comparison to,negative
Bad quality,too much heat and emitting plastic smell,negative
Moderate,slow heating,negative
Not good,not more good,Negative
Expected a better product,its been only a week since i started using it and the lid starts to rust worst quality steel,negative
Slightly disappointed,it takes 1 hour to cook food,negative
Expected a better product,not perfect working,Negative
Not good,cooking time is too late,negative
Bad quality,material quality is okproduct overall quality is not goodswitches are loose and it dont have enough capability for long lifecooker bottom housing cover plate is not good qualitystrength its just covering the under housing if you punch little strength on bottom cover it will brokeif you need this for 1year usage you can buy thisexcepting more than a year dont choose this,negative
Slightly disappointed,cook and warm bottom not functioning not satisfied,negative
Moderate,switch not working,negative
Expected a better product,wire lose connection,Negative
Bad quality,bad coating the basket turns black from the first use and the switch didnt turn automatically from cook to warm,negative
Bad quality,not bad just avarage,neutral
Bad quality,the rice gets burned at the bottom,negative
Slightly disappointed,wire cable melting easily and also some times not working properly,Negative
Could be way better,the power card is not tightly fitting to the cookermain issue,negative
Moderate,bad,negative
Bad quality,after one and half month the problem of light and heating started,negative
Slightly disappointed,loose connection wire,negative
Bad quality,its starting disturbing after 7daysi am not satisfied,negative
Slightly disappointed,pathetic purchase dont buy will regret so please,negative
Moderate,very delicate,Negative
Could be way better,switch not working properly,negative
Bad quality,not good and not bad,neutral
Could be way better,weast product ,negative
Could be way better,cooking time 50 minutesvery long time,negative
Moderate,poor cable connection,negative
Moderate, pin is worst,Negative
Slightly disappointed,very warst product cheep qualityrating all bogus this product not puchage dabba qulity,negative
Expected a better product,avarage,neutral
Moderate,not good,negative
Could be way better,its very small,negative
Bad quality,cooking not sure,negative
Could be way better,very bad,negative
Moderate,its sticky when i prepare rice,negative
Bad quality,worest product,
Not good,good as electrically not good for use,neutral
Expected a better product,not good coleti,Negative
Expected a better product,dont buy it not good only cooking rice is ok but if you are a bachelor and want to cook curries this one is not for you go for bajaj coockers in this the problem will be it wont stick in cook mode unless you put enough quantity,negative
Bad quality,it needs so much time to cook food,negative
Slightly disappointed,not working properly taking long time to cook,negative
Moderate,very poor quality,negative
Could be way better,its slowand not cooking properly thoroughly unsatisfied better go for other brands,Negative
Bad quality,not good while cooking rich water come out dont buy not good material,negative
Moderate,un satisfied with the size of rice cooker,negative
Bad quality,poor quality,negative
Slightly disappointed,dont buy too much time to cook,negative
Could be way better,as im using this rice cooker since 25 days for first 12 to 13 days it was working properly but after that i observed that the rice cant be cooked properly its either half cooked or not cooked at qll there is some issue with the switch which we have to move up and down it gets moved up without cooking the rice with in 5 to 10 mins this still continues ,negative
Moderate,not as per the standard size is also so small,negative
Slightly disappointed,not satisfied,negative
Not good,poor quality material feels cheap,negative
Expected a better product,too bad dont buy this product,Negative
Moderate,food over burn at bottom,Negative
Could be way better,bad products,negative
Expected a better product,not working properly and company is not responding in good manners,negative
Expected a better product,slow heating,negative
Bad quality,not up to mark like other brands please try to buy other brands,negative
Could be way better,cooking slowly,negative
Not good,indication light not work,negative
Bad quality,not good,negative
Bad quality,this is not working some time button up coming and rice not cooking,negative
Slightly disappointed,waist of mony,negative
Bad quality,awful product by flipkart the cooker is gery fragile and can break at the slightest touch which means it is absolutely not durable is a waste of money if you ask me the cooker doesnt cook rice properly it burns the last but of rice in the alluminium pot which means you have to make twice as much the usual quantity and doesnt at any circumstance give full and fluffy rice usually comes out watery and sticky if you want to invest in a good rice cooker buy any other brands rice cooker that c,
Expected a better product,ok,
Expected a better product,rice gets down of the inner mesh,Negative
Moderate,waste product,negative
Moderate,its mentioned 18 kg but it is less than 1 kg bad expression of purchase,negative
Expected a better product,quality of brass material is not value for the money heater is good but you cant add other rice bowl inside it for cooking as it doesnt work sometimes you will find difficulty in cooking rice,negative
Moderate,quality not good,Negative
Could be way better,quality was very poor,Negative
Expected a better product,not good,negative
Rice is sticking at the bottom,all over the cooker is good but the rice is sticking at the bottomso flipkart must give a aluminium plate to avoid direct heatlike the prestige cooker has,Negative
Could be way better,not good,negative
Moderate,poor quality,negative
Moderate,not bad,neutral
Expected a better product,its too small only sufficient for one person mostly for single bachelors not sufficient for group of friendsfamily i suggest you take 18l variant only 200 difference,neutral
Slightly disappointed,cup damaged and auto switch off not available average product,negative
Expected a better product,the product was one of the worse i hv got it in flipkart so far i was not expecting this was the second order but it was the same as beforeit was not working properly and while it was switched on we can smell like burns and the heat belowand olso the indicator it goes to warm before it gets cooked,negative
Bad quality,avarage,neutral
Moderate,comes plastic burning smell while cooking switch and handle are made with low quality plastic,negative
Slightly disappointed,i8 l capacity given but i received small size bowl totally disappointed gifted to my mother in law,negative
Slightly disappointed,this product is bed,negative
Expected a better product,not good,negative
Bad quality,not bad,neutral
Expected a better product,built quality is very poor,negative
Could be way better,very very bad quality mny waste product dnt buy this one guys,negative
Not good,its after 3 months not working,negative
Could be way better,cable is not perfectly fit,Negative
Could be way better,low power cooker,Negative
Bad quality,useless product vessel also not good,negative
Not good,after usage of a month disappointed with product power plug is very loose it is stopping in middle of cooking,negative
Slightly disappointed,very small,negative
Slightly disappointed,average,neutral
Not good,rice smells nt healthy,negative
Expected a better product,not good,negative
Bad quality,for 2members only,neutral
Could be way better,not good,negative
Bad quality,cap queltyis very bad,negative
Slightly disappointed,top cover is forming rust within two days of usage,Negative
Bad quality,not satisfy this product,Negative
Bad quality,product is good but its too small,negative
Could be way better,rice is not cooked properly its half boil,negative
Expected a better product,its too small only sufficient for one person mostly for single bachelors not sufficient for group of friendsfamily i suggest you take 18l variant only 200 difference,negative
Could be way better,worst productindicater light not working,negative
Expected a better product,good but after one week of purchase indicator light stopped working,Negative
Moderate,metal lid is not strong its vry fragile no indicator for warm or cook mode,negative
Moderate,item is found to be good but it not as expected,negative
Expected a better product,waste of money,negative
Not good,not worth at all all money waste,Negative
Moderate,worste product,negative
Moderate,cable is small in size,negative
Moderate,very small plug is also very small,negative
Could be way better,what actually ordered has not received it properly no cup and idly cooker not attached and also small size but after cooking i was little better with that product,negative
Panasonic SR-Y22FHS 5.4 L Rice Cooker-Burgundy,extremely disappointed as expecting burgundy color which ordered originally but received aluminum color there was no comment or anything about it hurts no care on what customer requested for and what has been delivered i am afraid if this monopoly of flikpkart continues how could be the future deliveries really need to think,negative
Not good,better think before buy this product but flipkart delivery is good but satisfied with this product nice to go,negative
Slightly disappointed,auto cooking n steam not working,negative
Expected a better product,i dont like this rice cooker it takes more time than gas oven,negative
Could be way better,take one hour for cook,negative
Could be way better,very very small,negative
Expected a better product,the information given is confusing the site says 54 litre capacity but on the box it says 22 litres and we can only cook 125 kg of rice so be careful while ordering the capacities should be mentioned more clearly,negative
Could be way better,iam not sure happy for this product of price very small size heavy price that way iam return send this product,negative
Bad quality,performance not well its taking too much time around 50 to 55 minutes,Negative
Moderate,very waste poor farmous fifkat,negative
Could be way better,after rice is done ref light not switching off,negative
Slightly disappointed,it is only for a single personnot for a familytoo small,negative
Not good,ok,negative
Could be way better,size was small not to the mentioned and expected,Negative
Expected a better product,i did not like u,Negative
Expected a better product,verry small cocker,negative
Slightly disappointed,bad small,Negative
Expected a better product,not good,negative
Moderate,i have ordered 2times this product1st time i received damaged one and after a defective peacequality of this product is toooo worst btr go with some other gud company,negative
Bad quality,waste product,negative
Moderate,too small in size,negative
Bad quality,its ok,neutral
Expected a better product,size is too small even its 27 liters,
Bad quality,it was very samll,negative
Expected a better product,packing very very poorthts way small damage unsatisfied this product last 3 months flipkart not maintain qality,Negative
Moderate,very very bad ,negative
Expected a better product,not bad,neutral
Slightly disappointed,not good,negative
Not good,product is good but received damaged piece,Negative
Expected a better product,its an ok product dont expect a lot in it,neutral
Expected a better product,it does not work for boiled rice and it does not have a delayed cook time feature,Negative
Plastic Product- not worth,within 15days due to overheating the product got melted and it became a complete trash i had to throw the whole thing into the bin,Negative
Not good,not able to wash,Negative
Expected a better product,stopped working within 2 days very light weight and poor build quality while handling you feel the plastic may brake,Negative
Slightly disappointed,small size very small ,negative
Expected a better product,not nice,negative
Could be way better,worst product,negative
Moderate,very bad,Negative
Expected a better product,bad,
Not good,it takes a long time to fry something,Negative
Slightly disappointed,not good,negative
Could be way better,not good,negative
Moderate,this product in not perfect,negative
Could be way better,very wast product,negative
Not good,very smaller not satisfied,negative
Bad quality,very bad,negative
Bad quality,very low quality,negative
Bad quality,disappointing lot of rice sticks at bottom of the pan every time and very difficult to clean will not recommend,negative
Bad quality,inside bottom perforation plate not availablerice sticky to vessel,negative
Moderate,not good,negative
Bad quality,not cooking properly,negative
Bad quality,worst product,negative
Not good,size small,neutral
Slightly disappointed,size is big quantity small,neutral
Could be way better,very small product dont buy waste of money,negative
Expected a better product,electric short sorkit,
Slightly disappointed,not good so,negative
Moderate,bad product 30 minute for boiling one egg disappointed very slow heating ,Negative
Not good,waste product time dealy for cooking,negative
Could be way better,size is pretty small than expected,negative
Could be way better,average,negative
Could be way better,tooo smalll,Negative
Not good,very hot when use,negative
Not good,product is good but the cable length is too short and rice bowl capacity is too low,negative
Bad quality,capacity wise size is big not easy to carry at trollys,negative
Could be way better,it look like it was half literbetter to buy another brand not satisfied,negative
Expected a better product,headache to cook in it you can fry onions or heat oil in it once you put some hand effortweight to the main vessel n you will burn your hand aftermath hectic product didnt like the product at all,negative
Could be way better,worst,negative
Not good,last layer of rice gets burnt everytimen,negative
Slightly disappointed,item not performing well,negative
Expected a better product,cover rusted after one month,negative
Expected a better product,the design is mediocre,negative
Not good,its taking more time to cook,Negative
Bad quality,lot of times button going up before rice cooked,negative
Bad quality,single bowl and no under plate,
Bad quality,not good,negative
Expected a better product,not much good,negative
Bad quality,very smallll,negative
Slightly disappointed,product quality is very bad,negative
Could be way better,when cooking its cover come out with water,negative
Bad quality,product was not good,negative
Bad quality,this product was electric shock on body of all parts so i dont like this,
Expected a better product,damage product,negative
Not good,each and every quality of rice the cooker takes same timeis it possible,negative
Not good,ok,neutral
Could be way better,product is ok but i have recieved the product with a dent on the bottom of the cooker not expected this from flipkart,
Not good,too poor,negative
Could be way better,not bed,neutral
Bad quality,not working properly,
Bad quality,product is good but it is derived with damage,neutral
Could be way better,product is good but cooker down it geting black,neutral
Moderate,average,neutral
Not good,bad,negative
Bad quality,rice boil bowel more heating rice damanot working properly 1 year also,neutral
Expected a better product,damage product,negative
Rice Cooker,i had a high hope from this product but it does not cook properlyon time delivery of this product,negative
Not good,not working properly,Negative
Could be way better,hated not satisfied,negative
Unsatisfactory...,received damaged product and when asked for replacement they took 1 month 5 days 40 days for thatnot at all recommended,negative
Bad quality,product not good,negative
Could be way better,very bad experience,
Could be way better,outer body quality is poor very thin sheet,Negative
Expected a better product,on top center screw was given in iron it got rust too quickly,Negative
Could be way better,its not working,negative
Moderate,inside some bolts are loose,Negative
Moderate,not better,negative
Expected a better product,not up to mark,negative
Bad quality,low qulity,negative
Moderate,damage product,negative
Could be way better,its cooking take more time,negative
Could be way better,damaged product received,Negative
Moderate,product damaged no quality,negative
Not good,getting electric shock while cooking,negative
Bad quality,vari bad,negative
Could be way better,too small,negative
Could be way better,not working properly,negative
Could be way better,worst productif i know its made by hina then i nsver order thischinese product is always worst,
Expected a better product,very small,negative
Bad quality,rice bowl is very small,negative
Could be way better,good working but small,neutral
Moderate,it was defective switch for moving on cook option was not working so returned,Negative
Could be way better,very small,negative
Slightly disappointed,use less product,negative
Bad quality,ok ok,neutral
Slightly disappointed,average product,neutral
Not good,not good,negative
Could be way better,not good,negative
Could be way better,not good,negative
Could be way better,fault product and worst quality of bowl and plateis this really pigeon cooker or locally made and using brand namei want money backno money return option only replacement optionworst from flipkart and doing road side businessdont buy in offerwaste of time and moneyi will see cooker shop and check its qualityand this oneno steamer in package,Negative
Moderate,time taking,Neutral
Could be way better,the cooking period is very long,negative
Could be way better,its ok,Neutral
Met some expectations,poor qualitystopped working in 15 days,negative
Need to repair once in 6 month,need to repair once in 6 monthaccording to me its not a good productmy friend bought bajaj cooker and i bought this pigeons shitit has been over a year but bajaj cooker is working goodbut i have to repair pigeons for twice from the time i bought it,negative
The Rice Gets Stuck to the Bottom of the Utensil,used this product cooks perfectly well but the rice gets stuck at the bottom makes it difficult to wash,Negative
Worse after sales service.,after sales service is really bad,negative
good....!!,i booked this pigeon electric cooker 1ltr last week in hyderabad itz working well in cooking even in warm it is worth for its price,negative
Not good,not working properly,negative
Could be way better,hated not satisfied,negative
Unsatisfactory...,received damaged product and when asked for replacement they took 1 month 5 days 40 days for thatnot at all recommended,negative
Not a great Product,you get what you pay for got this super quick from flipkart as usualon first use there is a burning smell like the way you get when your room heater coil burns anyway it stopped after 5 min auto switch to warm after cooking is delayed and so rice gets burnt before it switches off to warm mode,negative
Moderate,first time they used to sent old product then replaced now there is a burning smell,negative
Bad quality,damage product,negative
